SRR22690225	PB2	37	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR22690225/MSA_PB2.fa	8
SRR22690229	PB2	51	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR22690229/MSA_PB2.fa	8
SRR22690230	PB2	21	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR22690230/MSA_PB2.fa	8
SRR22690231	PB2	58	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR22690231/MSA_PB2.fa	8
SRR24839076	MP	26	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839076/MSA_MP.fa	8
SRR24839077	MP	27	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839077/MSA_MP.fa	8	EU547801.1
SRR24839080	MP	26	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839080/MSA_MP.fa	8	EU547801.1
SRR24839084	MP	31	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839084/MSA_MP.fa	8	EU547801.1
SRR24839092	MP	41	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839092/MSA_MP.fa	8	EU547801.1
SRR24839093	MP	29	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839093/MSA_MP.fa	8	EU547801.1
SRR24839098	MP	41	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839098/MSA_MP.fa	8	EU547801.1
SRR24839113	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839113/MSA_MP.fa	8	EU547801.1
SRR24839118	MP	27	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839118/MSA_MP.fa	8	EU547801.1
SRR24839128	PB2	267	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839128/MSA_PB2.fa	8
SRR24839301	MP	26	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839301/MSA_MP.fa	8
SRR24839304	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839304/MSA_MP.fa	8
SRR24839346	MP	25	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839346/MSA_MP.fa	8
SRR24839347	MP	59	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839347/MSA_MP.fa	8
SRR24839348	MP	27	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839348/MSA_MP.fa	8
SRR24839349	MP	24	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839349/MSA_MP.fa	8
SRR24839732	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839732/MSA_MP.fa	8
SRR24839741	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839741/MSA_MP.fa	8
SRR24839742	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839742/MSA_MP.fa	8
SRR24839743	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839743/MSA_MP.fa	8
SRR24839746	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839746/MSA_MP.fa	8
SRR24839754	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839754/MSA_MP.fa	8
SRR24839755	MP	24	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839755/MSA_MP.fa	8
SRR24839756	MP	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839756/MSA_MP.fa	8
SRR24839757	MP	27	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839757/MSA_MP.fa	8
SRR24839759	MP	27	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839759/MSA_MP.fa	8
SRR24839760	MP	31	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839760/MSA_MP.fa	8
SRR24839760	PB2	43	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24839760/MSA_PB2.fa	8
SRR24842841	MP	48	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24842841/MSA_MP.fa	8
SRR24842842	MP	26	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24842842/MSA_MP.fa	8
SRR24842848	PB2	53	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24842848/MSA_PB2.fa	8
SRR24842907	MP	24	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24842907/MSA_MP.fa	8
SRR24842911	MP	26	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24842911/MSA_MP.fa	8
SRR24842922	PB2	53	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24842922/MSA_PB2.fa	8
SRR24843260	MP	29	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24843260/MSA_MP.fa	8
SRR24843313	PB2	379	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24843313/MSA_PB2.fa	8
SRR24843340	PB2	469	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR24843340/MSA_PB2.fa	8
SRR25222289	NS	102	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR25222289/MSA_NS.fa	5
SRR25222289	PB2	20	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR25222289/MSA_PB2.fa	10
SRR25222435	PB2	63	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR25222435/MSA_PB2.fa	10
SRR25382843	NS	97	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR25382843/MSA_NS.fa	10
SRR25784139	PB2	28	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR25784139/MSA_PB2.fa	10
SRR27181099	NA	662	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181099/MSA_NA.fa	8
SRR27181117	PB2	32	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181117/MSA_PB2.fa	10
SRR27181338	HA	34	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181338/MSA_HA.fa	8	M27970.1korrektersubtypabererzeugtfalschenScore
SRR27181522	NA	51	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181522/MSA_NA.fa	4
SRR27181549	HA	52	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181549/MSA_HA.fa	8
SRR27181748	NA	662	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181748/MSA_NA.fa	0
SRR27181757	HA	32	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181757/MSA_HA.fa	8
SRR27181764	NA	662	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27181764/MSA_NA.fa	0
SRR27384408	PB1	21	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR27384408/MSA_PB1.fa	10
SRR28015194	NP	50	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28015194/MSA_NP.fa	10
SRR28388469	HA	27	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28388469/MSA_HA.fa	10
SRR28420353	PB2	146	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28420353/MSA_PB2.fa	8	DQ454102.2
SRR28636332	MP	48	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28636332/MSA_MP.fa	8	EU547801.1
SRR28834889	PA	47	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28834889/MSA_PA.fa	10
SRR28995128	PB2	66	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995128/MSA_PB2.fa	8	KT777924.1&CY253889.1
SRR28995147	HA	21	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995147/MSA_HA.fa	10
SRR28995150	HA	21	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995150/MSA_HA.fa	8	KX431183.1GQ902801.1JF312053.1JF816565.1
SRR28995150	PB2	63	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995150/MSA_PB2.fa	8	KT777924.1
SRR28995152	PB2	64	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995152/MSA_PB2.fa	8	KT777924.1
SRR28995160	PB2	66	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995160/MSA_PB2.fa	8	KT777924.1
SRR28995163	PB2	59	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995163/MSA_PB2.fa	8	KT777924.1
SRR28995164	PB2	61	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995164/MSA_PB2.fa	8	KT777924.1
SRR28995165	PB2	62	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995165/MSA_PB2.fa	8	KT777924.1
SRR28995166	PB2	46	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995166/MSA_PB2.fa	8	KT777924.1
SRR28995171	HA	21	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995171/MSA_HA.fa	8	KX431183.1GQ902801.1JF312053.1JF816565.1
SRR28995171	PB2	64	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995171/MSA_PB2.fa	8	KT777924.1
SRR28995172	PB2	64	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995172/MSA_PB2.fa	8	KT777924.1
SRR28995173	PB2	38	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995173/MSA_PB2.fa	8	KT777924.1
SRR28995174	PB2	62	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995174/MSA_PB2.fa	8	KT777924.1
SRR28995175	PB2	66	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR28995175/MSA_PB2.fa	8	KT777924.1
SRR29009350	PA	32	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR29009350/MSA_PA.fa	4
SRR29248450	PA	22	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR29248450/MSA_PA.fa	4
SRR29360537	PA	59	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR29360537/MSA_PA.fa	4
SRR29478200	PB1	33	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR29478200/MSA_PB1.fa	4
SRR29487451	PA	33	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR29487451/MSA_PA.fa	4
SRR30027732	PA	20	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR30027732/MSA_PA.fa	10
SRR30027733	PB2	73	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR30027733/MSA_PB2.fa	8	DQ454102.2
SRR3036854	MP	23	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR3036854/MSA_MP.fa	8	EU547801.1
SRR31121022	PB1	22	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR31121022/MSA_PB1.fa	10
SRR5125023	PB1	38	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR5125023/MSA_PB1.fa	10
SRR5215250	NA	24	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR5215250/MSA_NA.fa	8	KF541237.1
SRR5314799	NP	95	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR5314799/MSA_NP.fa	10
SRR5314802	NP	95	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR5314802/MSA_NP.fa	10
SRR5314805	NP	30	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR5314805/MSA_NP.fa	10
SRR5314806	NP	26	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR5314806/MSA_NP.fa	10
SRR6470213	PB2	31	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR6470213/MSA_PB2.fa	4
SRR6488522	HA	20	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR6488522/MSA_HA.fa	8	KT777860.1
SRR7598294	NA	64	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR7598294/MSA_NA.fa	10
SRR7598294	PB1	24	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR7598294/MSA_PB1.fa	10
SRR7598294	PB2	20	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR7598294/MSA_PB2.fa	8	KT777924.1
SRR7598295	NS	20	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR7598295/MSA_NS.fa	10
SRR7598298	NA	42	/home/galaxy/akolbecher/workdir/quality_comparison/consensus_comparisom/compare_irma_vapor/SRR7598298/MSA_NA.fa	10
